Ticker,12_Months,24_Months,36_Months,48_Months,60_Months
IXN,0.132314229905071,0.140256542579372,0.138108087924406,0.129411937365984,0.119978891578097
QQQ,0.173203085736376,0.150264668910771,0.144017439783808,0.131272591173898,0.120432034344698
IEF,0.128591257229657,0.23010036490076,0.200392924126141,0.180259349868117,0.163128597289188
VNQ,0.129213684156134,0.188153800743811,0.16381285275485,0.152062184414817,0.142877624317979
GLD,0.184030826478649,0.235021932585162,0.214201282327805,0.19736901948077,0.186111016588039
portfolio,0.0615051738261811,0.0652045181032265,0.0565638678761797,0.0518413645126276,0.0524754196500304
