Ticker,12_Months,24_Months,36_Months,48_Months,60_Months
IXN,0.22090381171622,0.337970131192519,0.302900480960279,0.275560421212161,0.249389647549038
QQQ,0.263678733643364,0.332639128177355,0.297124059537006,0.268309235254295,0.242535989549922
IEF,0.0720055785128252,0.0726558566760362,0.0688056712933151,0.0625926368609886,0.0605340706301013
VNQ,0.212152445930732,0.381614535128297,0.320466351664542,0.284041347359553,0.258898540327335
GLD,0.157229617827877,0.206591758936199,0.180735340827425,0.162762970146865,0.158259731137002
portfolio,0.142360039831388,0.212171679383054,0.183602858319262,0.164322243206116,0.150052997826616
