Ticker,12_Months,24_Months,36_Months,48_Months,60_Months
IXN,0.220903847516359,0.337970301729406,0.302900561498926,0.275560465370656,0.249389703489369
QQQ,0.263678688962359,0.332639052649459,0.297124002152458,0.268309225279126,0.242535962891261
IEF,0.0720055949956513,0.0726560483988265,0.0688057580723274,0.0625927643905572,0.0605341519048135
VNQ,0.212152497321006,0.381614583301923,0.320466403998912,0.284041412867319,0.25889857508011
GLD,0.157229617827877,0.206591758936199,0.180735340827425,0.162762970146865,0.158259731137002
portfolio,0.119303399765711,0.189151131519133,0.1613058399673,0.143389558050667,0.132622539285562
